;text;description;action;expected_response;positive;actor;request_type;endpoint;response_code
299;". риэлтор добавляет новое объявление о продаже недвижимости после заключения договора с продавцом.
действие: post-запрос на эндпоинт ""/realtor/listings/add"" с данными о новом объявлении.
ожидаемый ответ: подтверждение успешного добавления нового объявления о продаже недвижимости.";. риэлтор добавляет новое объявление о продаже недвижимости после заключения договора с продавцом.;"post-запрос на эндпоинт ""/realtor/listings/add"" с данными о новом объявлении.";подтверждение успешного добавления нового объявления о продаже недвижимости.;True;. риэлтор;post;/realtor/listings/add;200
300;"покупатель изменяет свой профиль.
действие: put-запрос на эндпоинт ""/profile/update"" с обновленными данными профиля.
ожидаемый ответ: подтверждение успешного обновления профиля покупателя.";покупатель изменяет свой профиль.;"put-запрос на эндпоинт ""/profile/update"" с обновленными данными профиля.";подтверждение успешного обновления профиля покупателя.;True;покупатель;put;/profile/update;200
301;"администратор изменяет права доступа пользователя.
действие: put-запрос на эндпоинт ""/admin/users/{user_id}/permissions"" с обновленными данными о правах доступа.
ожидаемый ответ: подтверждение успешного обновления прав доступа пользователя.";администратор изменяет права доступа пользователя.;"put-запрос на эндпоинт ""/admin/users/{user_id}/permissions"" с обновленными данными о правах доступа.";подтверждение успешного обновления прав доступа пользователя.;True;администратор;put;/admin/users/{user_id}/permissions;200
302;"менеджер магазина изменяет информацию о категории товаров.
действие: put-запрос на эндпоинт ""/store/categories/{category_id}"" с обновленными данными о категории.
ожидаемый ответ: подтверждение успешного обновления информации о категории товаров.";менеджер магазина изменяет информацию о категории товаров.;"put-запрос на эндпоинт ""/store/categories/{category_id}"" с обновленными данными о категории.";подтверждение успешного обновления информации о категории товаров.;True;менеджер магазина;put;/store/categories/{category_id};200
303;"курьер изменяет статус доставки заказа.
действие: put-запрос на эндпоинт ""/delivery/orders/{order_id}"" с обновленным статусом доставки.
ожидаемый ответ: подтверждение успешного обновления статуса доставки заказа.";курьер изменяет статус доставки заказа.;"put-запрос на эндпоинт ""/delivery/orders/{order_id}"" с обновленным статусом доставки.";подтверждение успешного обновления статуса доставки заказа.;True;курьер;put;/delivery/orders/{order_id};200
304;"бухгалтер изменяет данные о финансовой транзакции.
действие: put-запрос на эндпоинт ""/accounting/transactions/{transaction_id}"" с обновленными данными о транзакции.
ожидаемый ответ: подтверждение успешного обновления информации о транзакции.";бухгалтер изменяет данные о финансовой транзакции.;"put-запрос на эндпоинт ""/accounting/transactions/{transaction_id}"" с обновленными данными о транзакции.";подтверждение успешного обновления информации о транзакции.;True;бухгалтер;put;/accounting/transactions/{transaction_id};200
305;"техническая поддержка изменяет статус заявки клиента.
действие: put-запрос на эндпоинт ""/support/tickets/{ticket_id}"" с обновленным статусом заявки.
ожидаемый ответ: подтверждение успешного обновления статуса заявки клиента.";техническая поддержка изменяет статус заявки клиента.;"put-запрос на эндпоинт ""/support/tickets/{ticket_id}"" с обновленным статусом заявки.";подтверждение успешного обновления статуса заявки клиента.;True;техническая поддержка;put;/support/tickets/{ticket_id};200
306;"руководитель проекта изменяет приоритет задачи.
действие: put-запрос на эндпоинт ""/project/tasks/{task_id}/priority"" с обновленным приоритетом задачи.
ожидаемый ответ: подтверждение успешного обновления приоритета задачи.";руководитель проекта изменяет приоритет задачи.;"put-запрос на эндпоинт ""/project/tasks/{task_id}/priority"" с обновленным приоритетом задачи.";подтверждение успешного обновления приоритета задачи.;True;руководитель проекта;put;/project/tasks/{task_id}/priority;200
307;"директор изменяет бюджет на маркетинговую кампанию.
действие: put-запрос на эндпоинт ""/director/marketing/campaigns/{campaign_id}/budget"" с обновленным бюджетом кампании.
ожидаемый ответ: подтверждение успешного обновления бюджета на маркетинговую кампанию.";директор изменяет бюджет на маркетинговую кампанию.;"put-запрос на эндпоинт ""/director/marketing/campaigns/{campaign_id}/budget"" с обновленным бюджетом кампании.";подтверждение успешного обновления бюджета на маркетинговую кампанию.;True;директор;put;/director/marketing/campaigns/{campaign_id}/budget;200
308;"редактор контента изменяет заголовок статьи.
действие: put-запрос на эндпоинт ""/content/articles/{article_id}/title"" с обновленным заголовком статьи.
ожидаемый ответ: подтверждение успешного обновления заголовка статьи.";редактор контента изменяет заголовок статьи.;"put-запрос на эндпоинт ""/content/articles/{article_id}/title"" с обновленным заголовком статьи.";подтверждение успешного обновления заголовка статьи.;True;редактор контента;put;/content/articles/{article_id}/title;200
309;" технический администратор изменяет конфигурацию сервера.
 действие: put-запрос на эндпоинт ""/admin/server/configuration"" с обновленными настройками сервера.
 ожидаемый ответ: подтверждение успешного обновления конфигурации сервера.";технический администратор изменяет конфигурацию сервера.;"put-запрос на эндпоинт ""/admin/server/configuration"" с обновленными настройками сервера.";подтверждение успешного обновления конфигурации сервера.;True;технический администратор;put;/admin/server/configuration;200
310;" финансовый аналитик изменяет прогноз доходов на следующий квартал.
 действие: put-запрос на эндпоинт ""/finance/forecasts/next-quarter"" с обновленным прогнозом доходов.
 ожидаемый ответ: подтверждение успешного обновления прогноза доходов на следующий квартал.";финансовый аналитик изменяет прогноз доходов на следующий квартал.;"put-запрос на эндпоинт ""/finance/forecasts/next-quarter"" с обновленным прогнозом доходов.";подтверждение успешного обновления прогноза доходов на следующий квартал.;True;финансовый аналитик;put;/finance/forecasts/next-quarter;200
311;" менеджер склада изменяет количество товара на складе.
 действие: put-запрос на эндпоинт ""/warehouse/products/{product_id}/quantity"" с обновленным количеством товара.
 ожидаемый ответ: подтверждение успешного обновления количества товара на складе.";менеджер склада изменяет количество товара на складе.;"put-запрос на эндпоинт ""/warehouse/products/{product_id}/quantity"" с обновленным количеством товара.";подтверждение успешного обновления количества товара на складе.;True;менеджер склада;put;/warehouse/products/{product_id}/quantity;200
312;" администратор базы данных изменяет тип поля в таблице.
 действие: put-запрос на эндпоинт ""/database/tables/{table_name}/fields/{field_name}/type"" с обновленным типом поля.
 ожидаемый ответ: подтверждение успешного обновления типа поля в таблице базы данных.";администратор базы данных изменяет тип поля в таблице.;"put-запрос на эндпоинт ""/database/tables/{table_name}/fields/{field_name}/type"" с обновленным типом поля.";подтверждение успешного обновления типа поля в таблице базы данных.;True;администратор базы данных;put;/database/tables/{table_name}/fields/{field_name}/type;200
313;" менеджер проекта изменяет дату завершения задачи.
 действие: put-запрос на эндпоинт ""/project/tasks/{task_id}/deadline"" с обновленной датой завершения задачи.
 ожидаемый ответ: подтверждение успешного обновления даты завершения задачи.";менеджер проекта изменяет дату завершения задачи.;"put-запрос на эндпоинт ""/project/tasks/{task_id}/deadline"" с обновленной датой завершения задачи.";подтверждение успешного обновления даты завершения задачи.;True;менеджер проекта;put;/project/tasks/{task_id}/deadline;200
314;" программист изменяет версию программного обеспечения.
 действие: put-запрос на эндпоинт ""/developer/software/version"" с обновленной версией программы.
 ожидаемый ответ: подтверждение успешного обновления версии программного обеспечения.";программист изменяет версию программного обеспечения.;"put-запрос на эндпоинт ""/developer/software/version"" с обновленной версией программы.";подтверждение успешного обновления версии программного обеспечения.;True;программист;put;/developer/software/version;200
315;" менеджер проекта изменяет состояние проекта на ""завершен"".
 действие: put-запрос на эндпоинт ""/project/status"" с обновленным состоянием проекта.
 ожидаемый ответ: подтверждение успешного обновления состояния проекта.";"менеджер проекта изменяет состояние проекта на ""завершен"".";"put-запрос на эндпоинт ""/project/status"" с обновленным состоянием проекта.";подтверждение успешного обновления состояния проекта.;True;менеджер проекта;put;/project/status;200
316;" дизайнер изменяет цветовую схему веб-сайта.
 действие: put-запрос на эндпоинт ""/design/website/colors"" с обновленной цветовой схемой.
 ожидаемый ответ: подтверждение успешного обновления цветовой схемы веб-сайта.";дизайнер изменяет цветовую схему веб-сайта.;"put-запрос на эндпоинт ""/design/website/colors"" с обновленной цветовой схемой.";подтверждение успешного обновления цветовой схемы веб-сайта.;True;дизайнер;put;/design/website/colors;200
317;" тестировщик изменяет статус тестового случая на ""провален"".
 действие: put-запрос на эндпоинт ""/testing/test-cases/{case_id}/status"" с обновленным статусом тестового случая.
 ожидаемый ответ: подтверждение успешного обновления статуса тестового случая.";"тестировщик изменяет статус тестового случая на ""провален"".";"put-запрос на эндпоинт ""/testing/test-cases/{case_id}/status"" с обновленным статусом тестового случая.";подтверждение успешного обновления статуса тестового случая.;True;тестировщик;put;/testing/test-cases/{case_id}/status;200
318;" руководитель отдела изменяет рабочее время сотрудников.
 действие: put-запрос на эндпоинт ""/department/employees/working-hours"" с обновленными данными о рабочем времени.
 ожидаемый ответ: подтверждение успешного обновления рабочего времени сотрудников.";руководитель отдела изменяет рабочее время сотрудников.;"put-запрос на эндпоинт ""/department/employees/working-hours"" с обновленными данными о рабочем времени.";подтверждение успешного обновления рабочего времени сотрудников.;True;руководитель отдела;put;/department/employees/working-hours;200
319;" администратор изменяет настройки безопасности системы.
 действие: put-запрос на эндпоинт ""/admin/security/settings"" с обновленными настройками безопасности.
 ожидаемый ответ: подтверждение успешного обновления настроек безопасности.";администратор изменяет настройки безопасности системы.;"put-запрос на эндпоинт ""/admin/security/settings"" с обновленными настройками безопасности.";подтверждение успешного обновления настроек безопасности.;True;администратор;put;/admin/security/settings;200
320;" контент-менеджер изменяет текст на главной странице сайта.
 действие: put-запрос на эндпоинт ""/content/homepage/text"" с обновленным текстом.
 ожидаемый ответ: подтверждение успешного обновления текста на главной странице.";контент-менеджер изменяет текст на главной странице сайта.;"put-запрос на эндпоинт ""/content/homepage/text"" с обновленным текстом.";подтверждение успешного обновления текста на главной странице.;True;контент-менеджер;put;/content/homepage/text;200
321;" финансовый аналитик изменяет прогноз прибыли на текущий месяц.
 действие: put-запрос на эндпоинт ""/finance/profit-forecast/current-month"" с обновленным прогнозом прибыли.
 ожидаемый ответ: подтверждение успешного обновления прогноза прибыли на текущий месяц.";финансовый аналитик изменяет прогноз прибыли на текущий месяц.;"put-запрос на эндпоинт ""/finance/profit-forecast/current-month"" с обновленным прогнозом прибыли.";подтверждение успешного обновления прогноза прибыли на текущий месяц.;True;финансовый аналитик;put;/finance/profit-forecast/current-month;200
322;" менеджер контента изменяет теги для статьи.
 действие: put-запрос на эндпоинт ""/content/articles/{article_id}/tags"" с обновленными тегами.
 ожидаемый ответ: подтверждение успешного обновления тегов для статьи.";менеджер контента изменяет теги для статьи.;"put-запрос на эндпоинт ""/content/articles/{article_id}/tags"" с обновленными тегами.";подтверждение успешного обновления тегов для статьи.;True;менеджер контента;put;/content/articles/{article_id}/tags;200
323;" продавец изменяет цену на товар в своем магазине.
 действие: put-запрос на эндпоинт ""/seller/products/{product_id}/price"" с обновленной ценой товара.
 ожидаемый ответ: подтверждение успешного обновления цены на товар.";продавец изменяет цену на товар в своем магазине.;"put-запрос на эндпоинт ""/seller/products/{product_id}/price"" с обновленной ценой товара.";подтверждение успешного обновления цены на товар.;True;продавец;put;/seller/products/{product_id}/price;200
324;" руководитель отдела изменяет название отдела.
 действие: put-запрос на эндпоинт ""/department/name"" с обновленным названием отдела.
 ожидаемый ответ: подтверждение успешного обновления названия отдела.";руководитель отдела изменяет название отдела.;"put-запрос на эндпоинт ""/department/name"" с обновленным названием отдела.";подтверждение успешного обновления названия отдела.;True;руководитель отдела;put;/department/name;200
325;" администратор изменяет параметры безопасности учетной записи пользователя.
действие: put-запрос на эндпоинт ""/admin/accounts/{user_id}/security"" с обновленными параметрами безопасности.
ожидаемый ответ: подтверждение успешного обновления параметров безопасности учетной записи пользователя.";администратор изменяет параметры безопасности учетной записи пользователя.;"put-запрос на эндпоинт ""/admin/accounts/{user_id}/security"" с обновленными параметрами безопасности.";подтверждение успешного обновления параметров безопасности учетной записи пользователя.;True;администратор;put;/admin/accounts/{user_id}/security;200
326;" контент-менеджер изменяет мета-описание страницы товара.
действие: put-запрос на эндпоинт ""/content/product/{product_id}/meta-description"" с обновленным мета-описанием.
ожидаемый ответ: подтверждение успешного обновления мета-описания страницы товара.";контент-менеджер изменяет мета-описание страницы товара.;"put-запрос на эндпоинт ""/content/product/{product_id}/meta-description"" с обновленным мета-описанием.";подтверждение успешного обновления мета-описания страницы товара.;True;контент-менеджер;put;/content/product/{product_id}/meta-description;200
327;" программист изменяет конфигурацию сервера базы данных.
действие: put-запрос на эндпоинт ""/admin/database/server/configuration"" с обновленными настройками сервера базы данных.
ожидаемый ответ: подтверждение успешного обновления конфигурации сервера базы данных.";программист изменяет конфигурацию сервера базы данных.;"put-запрос на эндпоинт ""/admin/database/server/configuration"" с обновленными настройками сервера базы данных.";подтверждение успешного обновления конфигурации сервера базы данных.;True;программист;put;/admin/database/server/configuration;200
328;" технический специалист изменяет ip-адрес сетевого устройства.
действие: put-запрос на эндпоинт ""/network/devices/{device_id}/ip-address"" с обновленным ip-адресом сетевого устройства.
ожидаемый ответ: подтверждение успешного обновления ip-адреса сетевого устройства.";технический специалист изменяет ip-адрес сетевого устройства.;"put-запрос на эндпоинт ""/network/devices/{device_id}/ip-address"" с обновленным ip-адресом сетевого устройства.";подтверждение успешного обновления ip-адреса сетевого устройства.;True;технический специалист;put;/network/devices/{device_id}/ip-address;200
329;" директор изменяет реквизиты организации.
действие: put-запрос на эндпоинт ""/director/organization/details"" с обновленными реквизитами организации.
ожидаемый ответ: подтверждение успешного обновления реквизитов организации.";директор изменяет реквизиты организации.;"put-запрос на эндпоинт ""/director/organization/details"" с обновленными реквизитами организации.";подтверждение успешного обновления реквизитов организации.;True;директор;put;/director/organization/details;200
330;" финансовый менеджер изменяет процентную ставку по кредиту.
действие: put-запрос на эндпоинт ""/finance/loan/interest-rate"" с обновленной процентной ставкой.
ожидаемый ответ: подтверждение успешного обновления процентной ставки по кредиту.";финансовый менеджер изменяет процентную ставку по кредиту.;"put-запрос на эндпоинт ""/finance/loan/interest-rate"" с обновленной процентной ставкой.";подтверждение успешного обновления процентной ставки по кредиту.;True;финансовый менеджер;put;/finance/loan/interest-rate;200
331;" продавец изменяет описание товара в своем магазине.
действие: put-запрос на эндпоинт ""/seller/products/{product_id}/description"" с обновленным описанием товара.
ожидаемый ответ: подтверждение успешного обновления описания товара.";продавец изменяет описание товара в своем магазине.;"put-запрос на эндпоинт ""/seller/products/{product_id}/description"" с обновленным описанием товара.";подтверждение успешного обновления описания товара.;True;продавец;put;/seller/products/{product_id}/description;200
332;" администратор изменяет настройки почтового сервера.
действие: put-запрос на эндпоинт ""/admin/mail-server/settings"" с обновленными настройками почтового сервера.
ожидаемый ответ: подтверждение успешного обновления настроек почтового сервера.";администратор изменяет настройки почтового сервера.;"put-запрос на эндпоинт ""/admin/mail-server/settings"" с обновленными настройками почтового сервера.";подтверждение успешного обновления настроек почтового сервера.;True;администратор;put;/admin/mail-server/settings;200
333;" менеджер проекта изменяет бюджет проекта.
действие: put-запрос на эндпоинт ""/project/{project_id}/budget"" с обновленным бюджетом проекта.
ожидаемый ответ: подтверждение успешного обновления бюджета проекта.";менеджер проекта изменяет бюджет проекта.;"put-запрос на эндпоинт ""/project/{project_id}/budget"" с обновленным бюджетом проекта.";подтверждение успешного обновления бюджета проекта.;True;менеджер проекта;put;/project/{project_id}/budget;200
334;" технический специалист изменяет настройки безопасности сетевого оборудования.
действие: put-запрос на эндпоинт ""/network/devices/{device_id}/security-settings"" с обновленными настройками безопасности.
ожидаемый ответ: подтверждение успешного обновления настроек безопасности сетевого оборудования.";технический специалист изменяет настройки безопасности сетевого оборудования.;"put-запрос на эндпоинт ""/network/devices/{device_id}/security-settings"" с обновленными настройками безопасности.";подтверждение успешного обновления настроек безопасности сетевого оборудования.;True;технический специалист;put;/network/devices/{device_id}/security-settings;200
335;" администратор изменяет географические координаты офиса компании.
действие: put-запрос на эндпоинт ""/admin/company/office/coordinates"" с обновленными географическими координатами офиса.
ожидаемый ответ: подтверждение успешного обновления географических координат офиса компании.";администратор изменяет географические координаты офиса компании.;"put-запрос на эндпоинт ""/admin/company/office/coordinates"" с обновленными географическими координатами офиса.";подтверждение успешного обновления географических координат офиса компании.;True;администратор;put;/admin/company/office/coordinates;200
336;" разработчик изменяет версию api.
действие: put-запрос на эндпоинт ""/developer/api/version"" с обновленной версией api.
ожидаемый ответ: подтверждение успешного обновления версии api.";разработчик изменяет версию api.;"put-запрос на эндпоинт ""/developer/api/version"" с обновленной версией api.";подтверждение успешного обновления версии api.;True;разработчик;put;/developer/api/version;200
337;" менеджер изменяет режим работы отдела.
действие: put-запрос на эндпоинт ""/department/work-mode"" с обновленным режимом работы отдела.
ожидаемый ответ: подтверждение успешного обновления режима работы отдела.";менеджер изменяет режим работы отдела.;"put-запрос на эндпоинт ""/department/work-mode"" с обновленным режимом работы отдела.";подтверждение успешного обновления режима работы отдела.;True;менеджер;put;/department/work-mode;200
338;" аналитик изменяет данные в отчете о продажах.
действие: put-запрос на эндпоинт ""/analytics/sales/report/{report_id}"" с обновленными данными о продажах.
ожидаемый ответ: подтверждение успешного обновления данных в отчете о продажах.";аналитик изменяет данные в отчете о продажах.;"put-запрос на эндпоинт ""/analytics/sales/report/{report_id}"" с обновленными данными о продажах.";подтверждение успешного обновления данных в отчете о продажах.;True;аналитик;put;/analytics/sales/report/{report_id};200
339;" директор магазина изменяет график работы.
действие: put-запрос на эндпоинт ""/store/working-hours"" с обновленным графиком работы магазина.
ожидаемый ответ: подтверждение успешного обновления графика работы магазина.";директор магазина изменяет график работы.;"put-запрос на эндпоинт ""/store/working-hours"" с обновленным графиком работы магазина.";подтверждение успешного обновления графика работы магазина.;True;директор магазина;put;/store/working-hours;200
340;" технический специалист изменяет конфигурацию маршрутизатора.
действие: put-запрос на эндпоинт ""/network/router/configuration"" с обновленными настройками маршрутизатора.
ожидаемый ответ: подтверждение успешного обновления конфигурации маршрутизатора.";технический специалист изменяет конфигурацию маршрутизатора.;"put-запрос на эндпоинт ""/network/router/configuration"" с обновленными настройками маршрутизатора.";подтверждение успешного обновления конфигурации маршрутизатора.;True;технический специалист;put;/network/router/configuration;200
341;" продавец изменяет параметры доставки товара.
действие: put-запрос на эндпоинт ""/seller/products/{product_id}/delivery-options"" с обновленными параметрами доставки.
ожидаемый ответ: подтверждение успешного обновления параметров доставки товара.";продавец изменяет параметры доставки товара.;"put-запрос на эндпоинт ""/seller/products/{product_id}/delivery-options"" с обновленными параметрами доставки.";подтверждение успешного обновления параметров доставки товара.;True;продавец;put;/seller/products/{product_id}/delivery-options;200
342;" администратор системы изменяет параметры безопасности приложения.
действие: put-запрос на эндпоинт ""/admin/application/security-settings"" с обновленными параметрами безопасности приложения.
ожидаемый ответ: подтверждение успешного обновления параметров безопасности приложения.";администратор системы изменяет параметры безопасности приложения.;"put-запрос на эндпоинт ""/admin/application/security-settings"" с обновленными параметрами безопасности приложения.";подтверждение успешного обновления параметров безопасности приложения.;True;администратор системы;put;/admin/application/security-settings;200
343;" контент-менеджер изменяет шаблон электронного письма.
действие: put-запрос на эндпоинт ""/content/email-templates/{template_id}"" с обновленным шаблоном электронного письма.
ожидаемый ответ: подтверждение успешного обновления шаблона электронного письма.";контент-менеджер изменяет шаблон электронного письма.;"put-запрос на эндпоинт ""/content/email-templates/{template_id}"" с обновленным шаблоном электронного письма.";подтверждение успешного обновления шаблона электронного письма.;True;контент-менеджер;put;/content/email-templates/{template_id};200
344;" руководитель изменяет рабочие места сотрудников в офисе.
действие: put-запрос на эндпоинт ""/manager/office/workstations"" с обновленным распределением рабочих мест.
ожидаемый ответ: подтверждение успешного обновления рабочих мест сотрудников в офисе.";руководитель изменяет рабочие места сотрудников в офисе.;"put-запрос на эндпоинт ""/manager/office/workstations"" с обновленным распределением рабочих мест.";подтверждение успешного обновления рабочих мест сотрудников в офисе.;True;руководитель;put;/manager/office/workstations;200
345;" финансовый директор изменяет курс валюты.
действие: put-запрос на эндпоинт ""/finance/currency/exchange-rate"" с обновленным курсом валюты.
ожидаемый ответ: подтверждение успешного обновления курса валюты.";финансовый директор изменяет курс валюты.;"put-запрос на эндпоинт ""/finance/currency/exchange-rate"" с обновленным курсом валюты.";подтверждение успешного обновления курса валюты.;True;финансовый директор;put;/finance/currency/exchange-rate;200
346;" менеджер изменяет цветовую схему интерфейса приложения.
действие: put-запрос на эндпоинт ""/manager/application/interface/colors"" с обновленной цветовой схемой.
ожидаемый ответ: подтверждение успешного обновления цветовой схемы интерфейса приложения.";менеджер изменяет цветовую схему интерфейса приложения.;"put-запрос на эндпоинт ""/manager/application/interface/colors"" с обновленной цветовой схемой.";подтверждение успешного обновления цветовой схемы интерфейса приложения.;True;менеджер;put;/manager/application/interface/colors;200
347;" администратор изменяет политику паролей в системе.
действие: put-запрос на эндпоинт ""/admin/password-policy"" с обновленной политикой паролей.
ожидаемый ответ: подтверждение успешного обновления политики паролей в системе.";администратор изменяет политику паролей в системе.;"put-запрос на эндпоинт ""/admin/password-policy"" с обновленной политикой паролей.";подтверждение успешного обновления политики паролей в системе.;True;администратор;put;/admin/password-policy;200
348;" программист изменяет настройки компилятора.
действие: put-запрос на эндпоинт ""/developer/compiler/settings"" с обновленными настройками компилятора.
ожидаемый ответ: подтверждение успешного обновления настроек компилятора.";программист изменяет настройки компилятора.;"put-запрос на эндпоинт ""/developer/compiler/settings"" с обновленными настройками компилятора.";подтверждение успешного обновления настроек компилятора.;True;программист;put;/developer/compiler/settings;200
349;" редактор изменяет форматирование текста в документе.
действие: put-запрос на эндпоинт ""/editor/document/{document_id}/formatting"" с обновленным форматированием текста.
ожидаемый ответ: подтверждение успешного обновления форматирования текста в документе.";редактор изменяет форматирование текста в документе.;"put-запрос на эндпоинт ""/editor/document/{document_id}/formatting"" с обновленным форматированием текста.";подтверждение успешного обновления форматирования текста в документе.;True;редактор;put;/editor/document/{document_id}/formatting;200
350;"покупатель пытается изменить цену товара в магазине.
действие: put-запрос на эндпоинт ""/store/products/{product_id}/price"" с недопустимой операцией для покупателя.
ожидаемый ответ: код ошибки 403 - доступ запрещен.";покупатель пытается изменить цену товара в магазине.;"put-запрос на эндпоинт ""/store/products/{product_id}/price"" с недопустимой операцией для покупателя.";код ошибки 403 - доступ запрещен.;False;покупатель;put;/store/products/{product_id}/price;403
351;"администратор пытается изменить личные данные другого пользователя.
действие: put-запрос на эндпоинт ""/admin/users/{user_id}/personal-info"" без необходимых разрешений.
ожидаемый ответ: код ошибки 403 - отказано в доступе к изменению личных данных.";администратор пытается изменить личные данные другого пользователя.;"put-запрос на эндпоинт ""/admin/users/{user_id}/personal-info"" без необходимых разрешений.";код ошибки 403 - отказано в доступе к изменению личных данных.;False;администратор;put;/admin/users/{user_id}/personal-info;403
